id,parent_id,name,v_count,b_count,b_inside,b_early,b_outside,b_canceled,b_portable,b_fixed,b_invalid,b_valid,b_stolen,b_wtf,vote_count_1,vote_count_2,vote_count_3,vote_count_4,vote_count_5,vote_count_6,vote_count_7,vote_count_8
770545283587,7705,район Щукино,32570,23940,7853,155,296,15791,296,7997,209,8084,0,0,1735,348,2046,757,3198,,,
770645277571,7706,Головинский район,64766,51500,11927,198,1070,38503,1070,12111,478,12703,0,0,4921,1948,2849,2367,618,,,
770645277577,7706,район Западное Дегунино,21785,15600,4181,56,302,11117,302,4235,175,4362,0,0,2263,575,661,548,315,,,
770645277583,7706,Левобережный район,31651,24605,6482,95,819,17304,818,6564,235,7147,0,0,2790,1047,1785,1192,333,,,
770645277595,7706,район Ховрино,56914,42200,10478,164,875,30847,875,10620,366,11129,0,0,3535,1836,3464,1887,407,,,
770745277559,7707,Бескудниковский район ,25228,19350,4338,104,227,14785,227,4440,188,4479,0,0,289,964,214,2157,347,311,197,
770745277568,7707,район Восточное Дегунино,60131,47400,12108,181,472,34820,471,12243,528,12186,0,0,779,2799,550,5846,734,949,529,
770745277574,7707,Дмитровский район,53861,39500,10035,206,969,28496,969,10142,440,10671,0,0,1107,2457,505,4713,813,590,486,
770745277577,7707,район Западное Дегунино,31653,22733,6221,133,624,15888,624,6340,211,6753,0,0,438,1261,309,3541,427,432,345,
770845277553,7708,район Аэропорт,42632,29665,7531,171,587,21547,587,7670,283,7974,0,0,888,2784,1289,1907,675,431,,
770845277565,7708,Войковский район,43445,30571,7977,103,708,21886,707,8057,310,8454,0,0,1080,2951,1323,1727,914,459,,
770845277580,7708,район Коптево,60943,43020,10751,269,1094,31175,1094,11005,535,11564,0,0,1518,4250,1785,2005,1325,681,,
770845277589,7708,район Сокол,31010,24003,5952,114,392,17659,392,6051,232,6211,0,0,557,1919,1461,1557,433,284,,
770945277556,7709,район Беговой ,23504,18150,4492,61,335,13323,335,4544,139,4740,0,0,233,946,238,1657,230,154,471,811
770945277559,7709,Бескудниковский район ,24284,18850,4414,114,265,14171,265,4523,182,4606,0,0,273,556,236,1916,181,411,284,749
770945277586,7709,Савеловский район,37021,26050,6956,216,557,18537,555,7169,229,7495,0,0,402,1224,370,2835,340,286,680,1358
770945277592,7709,Тимирязевский район,49724,37405,9540,103,975,26890,974,9626,354,10246,0,0,463,2315,485,3402,415,432,829,1905
770945277598,7709,Хорошевский район,43254,30100,8997,197,487,20616,487,9183,285,9385,0,0,393,1804,414,3151,366,416,1121,1720
771045280558,7710,район Бибирево,102302,71600,17527,678,1312,52761,1312,18101,708,18705,0,0,10277,657,2585,1389,1719,2078,,
771045280563,7710,район Лианозово,55551,42800,10439,439,680,31681,680,10818,382,11116,0,0,5840,423,825,902,1437,1689,,
771045280585,7710,район Северный,17788,13550,3965,133,183,9402,183,4080,171,4092,0,0,2510,162,321,305,388,406,,
771145280554,7711,Алтуфьевский район,33649,23900,5461,336,407,18032,407,5793,251,5949,0,0,1382,1932,1081,1554,,,,
771145280567,7711,район Марфино,20224,15250,3712,148,301,11237,301,3852,166,3987,0,0,1046,1313,685,943,,,,
771145280574,7711,район Отрадное,121764,87400,20606,595,804,65990,804,21139,882,21061,0,0,6598,7221,2972,4270,,,,
771245280580,7712,район Свиблово,33652,25600,6338,260,424,18838,424,6583,167,6840,0,0,1636,343,372,360,837,3292,,
771245280583,7712,район Северное Медведково,71774,43400,13812,347,702,28886,702,13951,579,14074,0,0,2253,1124,759,837,1250,7851,,
771245280594,7712,район Южное Медведково,50448,36130,9662,413,512,25956,512,10055,312,10255,0,0,1701,543,476,678,1199,5658,,
771345280556,7713,Бабушкинский район,56693,44550,10495,330,593,33462,593,10814,377,11030,0,0,798,468,1775,5038,1507,1444,,
771345280565,7713,Лосиноостровский район,55167,39250,10365,310,593,28292,593,10665,381,10877,0,0,773,455,1503,5043,1534,1569,,
771345280597,7713,Ярославский район,54164,38500,10400,352,843,27257,843,10595,352,11086,0,0,871,400,1239,5273,1891,1412,,
771445280552,7714,Алексеевский район,40759,31600,7757,229,608,23235,607,7968,280,8295,0,0,491,1623,503,2282,3396,,,
771445280561,7714,Бутырский район,38683,28300,7123,259,433,20735,433,7330,241,7522,9,0,443,1054,556,1948,3521,,,
771445280569,7714,район Марьина Роща,36025,25600,6344,185,540,18716,540,6512,254,6798,0,0,402,1090,422,1789,3095,,,
771445280572,7714,Останкинский район,35220,25600,6493,235,460,18647,460,6714,218,6956,0,0,413,1361,504,1946,2732,,,
771445280577,7714,район Ростокино,22117,16300,4678,203,405,11217,405,4850,177,5078,0,0,286,603,366,1069,2754,,,
771545263564,7715,район Гольяново ,105593,78000,18593,209,1385,58022,1385,18728,716,19397,0,0,1191,2517,10609,2876,1327,877,,
771545263581,7715,район Метрогородок ,20867,15558,4573,71,408,10577,407,4640,164,4883,0,0,229,482,3019,643,315,195,,
771545263585,7715,район Северное Измайлово,19032,13950,3424,32,266,10260,266,3440,151,3555,0,0,214,468,1795,545,311,222,,
771645263552,7716,район Богородское,62792,45360,12307,162,603,32450,603,12448,442,12609,0,0,1221,724,5627,343,2543,2151,,
771645263594,7716,район Преображенское,48351,33803,9977,98,715,23111,715,10014,381,10348,0,0,1216,366,5092,210,2048,1416,,
771645263588,7716,район Соколиная гора,34650,24950,7254,47,505,17191,505,7285,267,7523,0,0,887,332,3757,176,1507,864,,
771745263567,7717,район Ивановское ,50076,37100,11511,110,838,24751,838,11543,479,11902,0,0,604,512,2153,702,1168,6763,,
771745263583,7717,район Перово,79722,60000,16055,152,1027,42918,1027,16152,630,16549,0,0,819,557,2981,1070,1664,9458,,
771745263588,7717,район Соколиная гора,17252,12350,3542,21,204,8604,203,3562,119,3646,0,0,205,141,569,446,316,1969,,
771845263558,7718,район Восточное Измайлово ,42317,31550,9601,98,944,21005,944,9689,299,10334,0,0,364,784,564,191,4332,301,3798,
771845263570,7718,район Измайлово ,59127,47400,12562,100,782,34056,782,12611,349,13044,0,0,499,1579,835,214,5310,469,4138,
771845263561,7718,район Восточный,7619,5982,2315,18,212,3455,212,2327,107,2432,0,0,104,142,174,70,1077,420,445,
771845263585,7718,район Северное Измайлово,36297,26510,6855,46,626,19029,625,6887,261,7251,0,0,315,911,544,179,3202,299,1801,
771945263555,7719,район Вешняки ,64978,44600,13553,101,1093,29954,1093,13524,577,14040,0,0,1929,7772,2509,1067,763,,,
771945263567,7719,район Ивановское ,28436,21400,5659,60,423,15318,423,5695,228,5890,0,0,729,3314,997,456,394,,,
771945263576,7719,район Новогиреево ,55809,34000,11288,98,752,21960,752,11370,410,11712,0,0,1647,5769,2567,1044,685,,,
772045263555,7720,район Вешняки ,8673,5900,1745,12,95,4060,95,1752,94,1753,0,0,176,247,149,418,685,78,,
772045263573,7720,район Косино-Ухтомский ,39982,28600,9253,94,343,19004,343,9302,301,9344,0,0,804,598,530,1812,5282,318,,
772045263579,7720,район Новокосино ,63760,48200,12711,77,602,34887,602,12781,457,12926,0,0,930,1077,659,2572,7240,448,,
772045290554,7720,район Выхино-Жулебино,19993,15400,3961,55,233,11206,233,4008,198,4043,0,0,409,440,698,1010,1304,182,,
772045290574,7720,район Некрасовка,18334,13323,4063,48,213,9047,213,4111,146,4178,0,0,360,258,320,567,2498,175,,
772145290554,7721,район Выхино-Жулебино,111448,87360,24774,353,1812,60774,1810,25086,721,26175,4,4,833,8598,4161,9912,601,2070,,
772145290586,7721,Рязанский район,45317,34900,9806,109,626,24442,626,9905,295,10236,26,0,629,3439,890,4056,257,965,,
772245290558,7722,район Капотня,16616,11941,4073,42,326,7542,326,4100,134,4292,0,0,270,510,249,3097,166,,,
772245290568,7722,район Люблино,64271,46173,12929,123,885,32359,885,13044,501,13428,0,0,1388,2519,1387,7547,587,,,
772245290572,7722,район Марьино,72642,57600,13583,96,598,43419,598,13664,413,13849,0,0,1387,2799,1567,7514,582,,,
772345290562,7723,район Кузьминки,83516,59400,15065,169,1333,43002,1308,15205,588,15925,0,0,3232,1346,8280,1090,1977,,,
772345290568,7723,район Люблино,47792,34420,8700,92,594,25125,594,8778,402,8970,1,0,2075,832,4263,444,1356,,,
772345290586,7723,Рязанский район,16837,13300,3185,19,123,9992,123,3199,94,3228,0,0,628,318,1658,298,326,,,
772445290564,7724,район Лефортово,49917,39863,11574,133,865,27423,865,11696,380,12181,1,0,1558,4284,544,1041,838,3916,,
772445290578,7724,Нижегородский район,24715,19350,4773,59,577,14000,577,4821,202,5196,0,0,746,2397,133,410,175,1335,,
772445290590,7724,район Текстильщики,58459,43100,10961,257,1135,31007,1134,11209,473,11870,0,3,1848,4705,372,1209,562,3174,,
772445290594,7724,Южнопортовый район,42023,30400,8067,237,798,21535,798,8296,321,8773,0,0,1011,4536,221,774,342,1889,,
772545290572,7725,район Марьино,93161,74000,17867,130,1215,54918,1215,17910,579,18546,0,0,1225,1433,2978,938,1432,10540,,
772545290582,7725,район Печатники,55378,38379,11246,165,1112,26021,1111,11317,425,12003,0,0,1130,925,2266,650,871,6161,,
772645296557,7726,район Братеево,61743,45800,12633,363,416,32751,404,12961,383,12982,0,0,3942,729,422,616,7273,,,
772645296565,7726,район Зябликово,75200,55100,15681,445,427,38992,426,16100,501,16025,0,0,5643,1052,477,670,8183,,,
772645296579,7726,район Орехово-Борисово Южное,9986,7350,1927,43,103,5320,103,1969,63,2009,0,0,745,141,67,93,963,,,
772745296577,7727,район Орехово-Борисово Северное,74535,56300,15420,401,745,40135,745,15645,564,15826,0,0,1270,2519,11251,786,,,,
772745296579,7727,район Орехово-Борисово Южное,77793,58300,15902,445,536,41862,536,16284,631,16189,0,0,1221,2353,11756,859,,,,
772845296569,7728,район Москворечье-Сабурово,45142,33500,8538,240,293,24667,292,8762,274,8780,2,0,3585,166,486,2241,1386,916,,
772845296573,7728,район Нагатинский затон,43625,31225,9011,315,475,21666,475,9296,371,9400,83,10,5063,221,556,1278,1198,1084,,
772845296590,7728,район Царицыно,61572,43930,11500,335,929,31500,927,11781,395,12313,1,0,5632,217,745,1697,2781,1241,,
772945296553,7729,район Бирюлево Восточное,87425,62950,16476,476,1076,45398,1076,16924,602,17398,0,0,2186,4852,6515,2561,870,414,,
772945296555,7729,район Бирюлево Западное,51436,36550,9309,330,367,26874,367,9622,326,9663,0,0,1504,1875,3607,2028,304,345,,
772945296590,7729,район Царицыно,10695,7510,2028,59,165,5317,164,2087,85,2166,0,0,364,547,819,246,134,56,,
773045296595,7730,район Чертаново Центральное,68707,51730,13298,346,625,37807,625,13589,414,13800,0,0,2342,768,7205,1097,669,1719,,
773045296597,7730,район Чертаново Южное,90758,70350,16186,510,945,53219,945,16592,505,17032,0,0,3075,877,8864,1255,820,2141,,
773145293562,7731,район Зюзино,37528,26790,6541,127,393,19856,393,6648,319,6722,0,0,377,1179,3020,1211,280,655,,
773145296575,7731,Нагорный район,45812,33600,9041,333,424,24135,423,9262,352,9333,0,0,401,1300,5243,1355,340,694,,
773145296593,7731,район Чертаново Северное,64885,49000,12756,430,728,35516,728,13149,452,13425,0,0,568,1780,7755,1970,413,939,,
773245296559,7732,Даниловский район,55757,41763,11579,165,623,29561,623,11708,383,11948,0,0,2428,1529,577,4977,1125,686,626,
773245296561,7732,Донской район,27355,21220,5515,155,368,15337,368,5659,168,5859,0,0,1376,803,324,2304,530,283,239,
773245296571,7732,район Нагатино-Садовники,44850,32321,8614,219,714,22993,713,8825,335,9203,0,0,2867,1180,563,2904,732,537,420,
773245296573,7732,район Нагатинский затон,24180,17400,5124,140,320,11953,319,5233,184,5368,3,0,1273,814,343,1851,540,322,225,
773345293582,7733,район Северное Бутово,42418,33500,8091,188,352,25057,352,8270,303,8319,0,0,579,4736,541,815,1648,,,
773345293594,7733,район Южное Бутово,133612,105000,23949,514,935,80116,935,24441,816,24560,0,0,1824,14243,1658,2328,4507,,,
773445293562,7734,район Зюзино,33796,24150,6077,125,448,17625,448,6179,282,6345,0,0,1061,1113,684,3094,393,,,
773445293582,7734,район Северное Бутово,17279,13700,3151,82,121,10428,121,3219,114,3226,0,0,550,596,258,1572,250,,,
773445293598,7734,район Ясенево,117490,85600,21986,297,884,62730,884,22243,760,22367,0,0,3813,5325,2416,9247,1566,,,
773545293566,7735,район Коньково,94919,69850,17635,188,893,51322,893,17788,615,18066,0,0,3553,3064,4151,6168,494,636,,
773545293586,7735,район Теплый Стан,82471,64750,17477,275,930,46343,930,17715,553,18092,0,0,2840,2356,4428,7603,375,490,,
773645293570,7736,район Котловка,39060,27850,7657,255,651,19542,650,7900,320,8230,0,0,1168,360,1146,827,4729,,,
773645293578,7736,Обручевский район,43329,31700,8501,312,545,22654,545,8802,340,9007,0,0,1362,292,1587,1092,4674,,,
773645293590,7736,район Черемушки,63585,46700,11695,238,645,34360,645,11851,455,12041,0,0,2031,485,2110,1596,5819,,,
773745268581,7737,район Проспект Вернадского,17840,12000,2899,91,204,8897,204,2978,163,3019,0,0,446,1094,105,35,281,733,325,
773745293554,7737,Академический район,59040,45153,10175,243,522,34456,522,10400,429,10493,0,0,1481,3217,430,163,1050,2216,1936,
773745293558,7737,Гагаринский район,46034,34200,9409,281,541,24250,541,9676,336,9881,0,0,1113,3115,279,109,730,3604,931,
773745293574,7737,Ломоносовский район,51476,38600,10085,200,533,27982,532,10271,446,10357,0,0,1414,3719,389,127,1030,2449,1229,
773845268581,7738,район Проспект Вернадского,19016,13000,3371,97,181,9448,181,3464,137,3508,0,0,1346,915,145,468,205,429,,
773845268592,7738,район Тропарево-Никулино,32740,22400,6474,82,302,15624,301,6495,213,6583,0,0,1815,1920,340,1286,331,891,,
773845297565,7738,Новомосковский административный округ,107343,74575,25146,99,761,48668,759,25227,1219,24767,0,0,13040,5288,1298,1100,1179,2862,,
773845298578,7738,Троицкий административный округ,25306,18000,7778,14,229,9993,229,7792,422,7599,0,0,4249,1276,414,225,355,1080,,
773945268552,7739,район Внуково,14891,11000,2643,112,192,8165,192,2741,124,2809,0,0,435,313,130,1309,523,99,,
773945268577,7739,район Ново-Переделкино,74230,52106,14142,414,480,37484,480,14495,591,14384,0,0,1671,2524,635,4809,4170,575,,
773945297565,7739,Новомосковский административный округ,16137,11175,3861,20,385,6929,385,3881,153,4113,0,0,413,333,189,2516,530,132,,
773945298578,7739,Троицкий административный округ,53672,39000,13861,170,501,24638,501,14023,558,13966,0,0,1200,1113,582,5734,4884,453,,
774045268579,7740,район Очаково-Матвеевское,68061,52500,12430,270,775,39295,775,12643,466,12952,0,0,7133,952,1548,1287,2032,,,
774045268588,7740,район Солнцево,68758,49900,12991,341,855,36054,855,13322,593,13584,0,0,7400,1020,1463,1464,2237,,,
774045268592,7740,район Тропарево-Никулино,36897,25000,6551,86,147,18302,147,6631,192,6586,0,0,3076,523,1180,504,1303,,,
774145268562,7741,район Кунцево,58329,41250,10008,201,424,30818,424,10184,462,10146,0,0,2203,592,1335,1251,3841,924,,
774145268569,7741,Можайский район,87488,63300,14570,378,997,47741,988,14907,551,15344,0,8,2979,1299,1731,1562,6775,998,,
774145268597,7741,район Фили-Давыдково,18273,12900,3498,58,232,9170,232,3549,132,3649,0,0,765,273,314,407,1576,314,,
774245268554,7742,район Дорогомилово,36447,25477,7041,212,579,17857,579,7247,199,7627,0,0,3261,259,1882,1687,538,,,
774245268584,7742,район Раменки,76872,54290,12907,278,833,40550,833,13167,429,13571,0,0,6343,628,1795,3199,1606,,,
774245268597,7742,район Фили-Давыдково,46909,33560,8927,212,635,23998,634,9092,387,9339,0,0,4710,552,1234,1998,845,,,
774345286552,7743,район Арбат,15425,11950,4039,22,219,7692,218,4055,92,4181,0,0,779,498,214,175,1282,1233,,
774345286575,7743,Пресненский район,77455,56100,13604,70,890,41606,889,13647,374,14162,0,0,3272,1581,968,415,4250,3676,,
774345286590,7743,район Хамовники,55256,38515,11872,41,737,25906,737,11899,300,12336,0,0,2573,1487,780,369,3410,3717,,
774445286560,7744,район Замоскворечье,27391,19125,4560,24,381,14183,381,4564,170,4775,1,0,946,401,1585,1843,,,,
774445286580,7744,Таганский район,71937,52210,13097,15,848,38265,847,13088,411,13524,0,0,1712,891,6051,4870,,,,
774445286585,7744,Тверской район,45851,32010,7873,17,640,23497,640,7874,322,8192,0,0,1613,549,2137,3893,,,,
774445286596,7744,район Якиманка,13716,10220,2569,10,277,7374,277,2574,91,2760,0,0,605,195,721,1239,,,,
774545263591,7745,район Сокольники,33837,23630,7028,75,439,16163,439,7098,271,7266,0,0,181,974,182,2897,921,306,1805,
774545286555,7745,Басманный район,59886,44000,11082,34,760,32158,759,11098,331,11526,0,0,270,1516,307,5079,1457,513,2384,
774545286565,7745,Красносельский район,23399,17100,4087,32,473,12540,471,4114,124,4461,0,0,108,590,109,2013,440,175,1026,
774545286570,7745,Мещанский район,34243,24870,6724,23,667,17479,666,6728,184,7210,0,0,143,930,185,2871,709,240,2132,
